case_id,expanded_route_id,base_route_id,source_tree,case_number,global_case_number,seed,route_depth,final_rule,final_output_class_id,expected_mode,input_xml_path,input_xml_flat_path,expected_output_path,tree_version,mapping_version,generator_version
BT-GPA-006__R2-007__R1-004__0037,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,37,3537,249188337051866,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0037.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0037.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0038,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,38,3538,120733737590375,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0038.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0038.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0039,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,39,3539,138342288531699,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0039.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0039.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0040,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,40,3540,192093541437751,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0040.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0040.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0041,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,41,3541,139091382683801,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0041.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0041.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0042,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,42,3542,269471345841206,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0042.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0042.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0043,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,43,3543,200817992856720,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0043.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0043.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0044,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,44,3544,224842099041925,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0044.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0044.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0045,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,45,3545,281248765150119,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0045.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0045.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0046,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,46,3546,184037027594621,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0046.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0046.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0047,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,47,3547,75261352260551,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0047.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0047.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0048,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,48,3548,193658371374179,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0048.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0048.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0049,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,49,3549,207485637726001,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0049.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0049.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0050,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,50,3550,281409131459516,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0050.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0050.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0051,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,51,3551,15966921786210,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0051.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0051.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0052,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,52,3552,250601549797273,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0052.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0052.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0053,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,53,3553,246511437018966,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0053.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0053.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0054,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,54,3554,62308657107543,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0054.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0054.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0055,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,55,3555,142379945157397,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0055.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0055.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0056,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,56,3556,83350903209110,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0056.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0056.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0057,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,57,3557,190077308424184,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0057.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0057.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0058,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,58,3558,176293382124125,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0058.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0058.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0059,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,59,3559,134021520941610,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0059.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0059.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0060,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,60,3560,46186025926756,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0060.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0060.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0061,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,61,3561,125525508452259,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0061.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0061.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0062,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,62,3562,149976120469042,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0062.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0062.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0063,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,63,3563,104384345865848,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0063.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0063.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0064,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,64,3564,241620848497821,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0064.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0064.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0065,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,65,3565,88106157285963,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0065.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0065.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0066,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,66,3566,15821905536342,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0066.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0066.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0067,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,67,3567,213441595749512,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0067.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0067.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0068,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,68,3568,201537099015343,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0068.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0068.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0069,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,69,3569,128805099707442,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0069.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0069.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0070,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,70,3570,151110264982602,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0070.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0070.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0071,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,71,3571,7259631058116,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0071.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0071.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0072,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,72,3572,119634715571937,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0072.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0072.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0073,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,73,3573,139145919179620,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0073.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0073.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0074,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,74,3574,62644973448452,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0074.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0074.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0075,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,75,3575,33224336302429,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0075.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0075.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0076,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,76,3576,275344627590839,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0076.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0076.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
BT-GPA-006__R2-007__R1-004__0077,BT-GPA-006__R2-007__R1-004,BT-GPA-006,General_post_primera_asignacion,77,3577,24822772084122,3,Regla no. 1,IR_A_REGLA_NO_1_CON_LOS_ABFS__R1_RANDOM_FULL_GROUP,ACCEPTED_SET_OR_DETERMINISTIC_SINGLETON,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0077.xml,02_inputs_xml_flat/BT-GPA-006__R2-007__R1-004__0077.xml,03_expected/expected_outputs.csv,MOTOR_BT_DRAWIO_EXPANDED_V1,BT_FLAT_V1,XML_INPUT_GENERATOR_BT_FLAT_V3_GENDER_STRUCTURE_2026_06_03
